Transaction_ID,Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Cost,Profit,Payment_Method,Invoice_Status,Discount_Applied (%),Tax (%),Net_Profit,Sales_Rep
TXN00163,12-09-2023,CUST9561,Corporate,North,Germany,Office Supplies,Envelope,2,304.92,609.84,472.46,137.38,Wallet,Pending,2.56,9.4,121.28,Bob
TXN00164,02-07-2023,CUST6784,Enterprise,East,USA,Furniture,Chair,18,472.11,8497.98,5712.41,2785.57,Cash,Overdue,17.74,13.4,1984.36,Charlie
TXN00165,02-05-2023,CUST6341,SMB,East,India,Electronics,Tablet,18,321.67,5790.06,3858.03,1932.03,Wallet,Overdue,6.4,14.79,1540.92,Alice
TXN00166,22-01-2023,CUST8003,Consumer,North,USA,Furniture,Chair,15,55.02,825.3,734.14,91.16,Net Banking,Overdue,16.81,14.53,64.82,Charlie
TXN00167,08-07-2023,CUST2376,Enterprise,East,UK,Furniture,Cabinet,7,292.81,2049.67,1769.16,280.51,Cash,Overdue,3.22,12.25,238.22,Alice
TXN00168,30-12-2023,CUST1514,Consumer,West,Germany,Office Supplies,Envelope,10,332.2,3322,2303.07,1018.93,Cash,Pending,12.32,7.44,826.93,Alice
TXN00169,22-04-2023,CUST6132,Consumer,West,Germany,Furniture,Table,12,375.41,4504.92,2976.6,1528.32,UPI,Paid,7.36,9.25,1284.87,Charlie
TXN00170,11-08-2023,CUST6110,Corporate,West,UK,Electronics,Laptop,4,198.83,795.32,630.7,164.62,UPI,Pending,11.86,10.09,130.46,Eve
TXN00171,06-11-2023,CUST3023,SMB,North,USA,Furniture,Table,4,98.85,395.4,283.23,112.17,Credit Card,Overdue,17.49,11.63,81.79,Charlie
TXN00172,04-08-2023,CUST5431,Corporate,East,Germany,Furniture,Desk,2,303.69,607.38,474.15,133.23,Wallet,Overdue,9.97,6,112.75,Frank
TXN00173,01-06-2023,CUST1541,Corporate,South,India,Office Supplies,Envelope,19,225.7,4288.3,2762.68,1525.62,Credit Card,Overdue,4.72,9.83,1310.72,Alice
TXN00174,08-09-2023,CUST9667,SMB,East,UK,Electronics,Smartwatch,13,95.01,1235.13,977.32,257.81,Wallet,Overdue,2.37,10.33,225.7,Frank
TXN00175,04-05-2023,CUST9266,SMB,North,USA,Electronics,Smartphone,10,173.91,1739.1,1057.13,681.97,Credit Card,Pending,16.63,8.55,519.95,Alice
TXN00176,31-12-2023,CUST3610,Consumer,East,USA,Office Supplies,Notebook,19,194.69,3699.11,2731.87,967.24,Wallet,Paid,8.7,17.19,731.29,Diana
TXN00177,11-03-2023,CUST4331,Corporate,East,UK,Furniture,Cabinet,1,392.3,392.3,236.21,156.09,Credit Card,Pending,4.5,6.71,139.06,Alice
TXN00178,31-01-2023,CUST2619,Enterprise,North,Germany,Electronics,Laptop,12,31.85,382.2,233.48,148.72,Net Banking,Overdue,18.13,8.24,111.72,Frank
TXN00179,16-04-2023,CUST8896,Consumer,South,Germany,Electronics,Smartphone,4,26.47,105.88,65.52,40.36,UPI,Overdue,2.78,11.92,34.56,Alice
TXN00180,07-01-2023,CUST1671,Enterprise,East,Germany,Office Supplies,Envelope,7,202.79,1419.53,1204.27,215.26,Credit Card,Paid,19.63,8.33,158.59,Charlie
TXN00181,28-03-2023,CUST2753,Consumer,West,India,Office Supplies,Stapler,12,181.26,2175.12,1379.52,795.6,UPI,Paid,4.51,8.26,696.97,Frank
TXN00182,16-10-2023,CUST1572,Corporate,West,USA,Office Supplies,Pen,7,356.84,2497.88,1906.04,591.84,UPI,Paid,8.57,6.83,504.16,Frank
TXN00183,22-04-2023,CUST4137,Corporate,South,Germany,Office Supplies,Pen,7,277.26,1940.82,1200.75,740.07,Wallet,Overdue,9.18,5.68,633.95,Alice
TXN00184,01-02-2023,CUST3324,Enterprise,South,UK,Furniture,Desk,15,110.39,1655.85,1429.58,226.27,Wallet,Pending,4.78,10.87,192.03,Bob
TXN00185,11-10-2023,CUST8193,Consumer,East,USA,Electronics,Smartwatch,3,455.52,1366.56,1040.79,325.77,Wallet,Overdue,2.11,13.54,275.72,Alice
TXN00186,27-06-2023,CUST6546,SMB,North,UK,Office Supplies,Envelope,12,266.43,3197.16,2193.7,1003.46,Wallet,Paid,11.55,13.25,769.96,Alice
TXN00187,16-02-2023,CUST9078,Enterprise,South,Germany,Furniture,Table,6,398.7,2392.2,1662.65,729.55,Net Banking,Paid,18.12,8.6,545.98,Frank
TXN00188,08-08-2023,CUST4200,SMB,West,Germany,Electronics,Smartwatch,16,84.53,1352.48,990.15,362.33,Net Banking,Paid,16.07,11.57,268.92,Alice
TXN00189,04-03-2023,CUST6108,Consumer,South,India,Furniture,Desk,6,490.09,2940.54,2343.14,597.4,Net Banking,Paid,11.2,11.86,467.57,Alice
TXN00190,03-06-2023,CUST7788,SMB,North,Germany,Electronics,Smartphone,6,274.99,1649.94,1341.52,308.42,Wallet,Paid,9.42,15.68,235.56,Diana
TXN00191,01-08-2023,CUST1587,Enterprise,South,USA,Electronics,Smartwatch,1,127.54,127.54,81.96,45.58,Credit Card,Overdue,9.01,14.73,35.36,Alice
TXN00192,06-10-2023,CUST7416,Consumer,West,UK,Furniture,Cabinet,3,25.25,75.75,62.25,13.5,UPI,Pending,6.3,5.05,12.01,Frank
TXN00193,20-07-2023,CUST6779,Enterprise,North,Germany,Office Supplies,Stapler,3,350.13,1050.39,791.78,258.61,Cash,Overdue,15.26,10.31,196.55,Diana
TXN00194,22-05-2023,CUST7115,Enterprise,North,UK,Electronics,Tablet,13,450.44,5855.72,4656.65,1199.07,Net Banking,Overdue,11.21,6.44,996.09,Frank
TXN00195,07-02-2023,CUST1141,Enterprise,North,Germany,Furniture,Cabinet,19,488.63,9283.97,5878.76,3405.21,Wallet,Paid,0.84,14.62,2882.95,Bob
TXN00196,12-04-2023,CUST2750,Corporate,West,India,Office Supplies,Notebook,19,414.76,7880.44,6381.54,1498.9,Wallet,Paid,19.26,14.45,1035.34,Charlie
TXN00197,04-05-2023,CUST2531,SMB,East,Germany,Furniture,Desk,6,68.92,413.52,256.59,156.93,Credit Card,Pending,0.92,12.37,136.25,Diana
TXN00198,30-03-2023,CUST2762,Consumer,East,USA,Furniture,Chair,4,41.6,166.4,143.63,22.77,UPI,Paid,6.61,9.43,19.26,Eve
TXN00199,03-03-2023,CUST3479,Corporate,West,UK,Office Supplies,Envelope,14,429.29,6010.06,4546.21,1463.85,Cash,Paid,11.98,6.49,1204.86,Eve
TXN00200,20-07-2023,CUST4516,Consumer,West,UK,Electronics,Laptop,1,22.32,22.32,18.04,4.28,Wallet,Pending,8.69,15.06,3.32,Alice
TXN00201,27-05-2023,CUST7748,Corporate,West,India,Office Supplies,Notebook,19,126.34,2400.46,1809.25,591.21,Wallet,Pending,15.74,17.62,410.38,Diana
TXN00202,13-07-2023,CUST3007,Corporate,East,UK,Electronics,Smartphone,8,320.71,2565.68,1594,971.68,Credit Card,Pending,7.24,11.14,800.92,Bob
TXN00203,10-10-2023,CUST8815,SMB,West,USA,Electronics,Smartphone,13,246.2,3200.6,2108.65,1091.95,Net Banking,Paid,9.49,12.68,863,Eve
TXN00204,18-02-2023,CUST2325,Consumer,South,Germany,Office Supplies,Envelope,1,176.04,176.04,148.01,28.03,Credit Card,Pending,7.94,5.58,24.36,Alice
TXN00205,22-09-2023,CUST6463,Consumer,North,India,Electronics,Smartwatch,19,441.13,8381.47,6474.13,1907.34,Cash,Overdue,0.9,10.86,1684.9,Frank
TXN00206,14-02-2023,CUST9210,Enterprise,West,Germany,Electronics,Smartphone,13,307.87,4002.31,2772.85,1229.46,Cash,Pending,19.1,15.68,838.67,Alice
TXN00207,13-12-2023,CUST9365,SMB,South,India,Office Supplies,Stapler,17,305.86,5199.62,4190.77,1008.85,UPI,Pending,16.01,13.61,732.01,Eve
TXN00208,27-05-2023,CUST2774,Enterprise,West,Germany,Electronics,Smartphone,12,49.29,591.48,417.84,173.64,UPI,Overdue,12.92,13.4,130.94,Charlie
TXN00209,27-11-2023,CUST5658,Corporate,North,India,Office Supplies,Envelope,3,364.75,1094.25,696.13,398.12,UPI,Paid,1.33,11.94,345.92,Bob
TXN00210,22-03-2023,CUST5008,Corporate,West,UK,Office Supplies,Pen,13,205.69,2673.97,2334.48,339.49,Credit Card,Overdue,6.86,14.48,270.42,Alice
TXN00211,21-10-2023,CUST2819,Consumer,South,UK,Furniture,Desk,3,48.03,144.09,109.91,34.18,UPI,Pending,8.93,15.38,26.34,Charlie
TXN00212,14-07-2023,CUST4243,SMB,North,UK,Office Supplies,Envelope,11,295.28,3248.08,2310.53,937.55,Credit Card,Pending,14.11,13.95,692.93,Bob
TXN00213,05-06-2023,CUST1006,Enterprise,North,Germany,Electronics,Smartphone,15,85.69,1285.35,781.02,504.33,Wallet,Pending,12.74,9.43,398.58,Charlie
TXN00214,06-05-2023,CUST2829,Enterprise,North,Germany,Furniture,Desk,12,284.25,3411,2154.31,1256.69,Credit Card,Paid,19.44,7.97,931.7,Charlie
TXN00215,08-03-2023,CUST7218,Consumer,West,USA,Office Supplies,Notebook,11,200.11,2201.21,1426.4,774.81,UPI,Pending,15.12,10.96,585.58,Frank
TXN00216,02-05-2023,CUST3172,Consumer,South,Germany,Electronics,Tablet,6,305.44,1832.64,1554.1,278.54,Credit Card,Paid,5.77,17.49,216.56,Diana
TXN00217,19-04-2023,CUST4807,Enterprise,South,Germany,Electronics,Smartphone,9,281.32,2531.88,1930.59,601.29,Cash,Overdue,16.77,9.63,452.26,Bob
TXN00218,19-04-2023,CUST8730,Corporate,North,India,Furniture,Cabinet,12,125.17,1502.04,1275.54,226.5,Wallet,Overdue,3.3,12.58,191.47,Eve
TXN00219,21-04-2023,CUST7652,Consumer,East,Germany,Furniture,Desk,19,108.64,2064.16,1483.18,580.98,Wallet,Paid,9.51,12.06,462.33,Charlie
TXN00220,05-03-2023,CUST4162,Consumer,South,UK,Furniture,Chair,15,436.28,6544.2,4183.02,2361.18,Net Banking,Overdue,2.5,15.32,1949.46,Diana
TXN00221,15-02-2023,CUST1882,SMB,South,Germany,Furniture,Cabinet,4,150.03,600.12,396.66,203.46,Net Banking,Overdue,18.37,9.71,149.96,Alice
TXN00222,28-06-2023,CUST7068,Corporate,East,USA,Office Supplies,Stapler,15,291.03,4365.45,3871.34,494.11,Credit Card,Paid,8.78,16.01,378.57,Charlie
TXN00223,04-03-2023,CUST6442,SMB,North,India,Office Supplies,Notebook,16,383.67,6138.72,5394.57,744.15,Net Banking,Overdue,13.85,6.75,597.81,Frank
TXN00224,04-10-2023,CUST2999,Enterprise,South,India,Office Supplies,Envelope,15,495.37,7430.55,4905.61,2524.94,UPI,Paid,1.8,5.03,2354.77,Charlie
TXN00225,06-03-2023,CUST4363,Consumer,North,India,Office Supplies,Pen,13,379.18,4929.34,4094.69,834.65,Credit Card,Overdue,17.69,14.1,590.13,Alice
TXN00226,17-10-2023,CUST6037,Corporate,West,Germany,Furniture,Cabinet,6,160.01,960.06,734.2,225.86,Wallet,Paid,18.95,5.94,172.19,Eve
TXN00227,24-03-2023,CUST6242,Corporate,West,USA,Electronics,Tablet,2,399.31,798.62,648.58,150.04,Wallet,Pending,1.46,10.24,132.71,Diana
TXN00228,17-10-2023,CUST3951,SMB,South,Germany,Furniture,Cabinet,7,243.45,1704.15,1138.05,566.1,Credit Card,Pending,19.58,12.85,396.76,Eve
TXN00229,02-10-2023,CUST8480,Consumer,South,UK,Electronics,Tablet,10,297.07,2970.7,2339.23,631.47,Wallet,Pending,4.84,14.28,515.1,Diana
TXN00230,22-02-2023,CUST7846,Enterprise,North,UK,Office Supplies,Envelope,18,206.71,3720.78,2409.53,1311.25,UPI,Pending,16.48,14.38,937.67,Alice
TXN00231,23-07-2023,CUST8758,Consumer,East,India,Furniture,Chair,18,145.32,2615.76,2124.24,491.52,UPI,Paid,6.81,17.23,379.13,Eve
TXN00232,05-06-2023,CUST8818,Consumer,North,UK,Office Supplies,Pen,2,163.54,327.08,273.66,53.42,Net Banking,Paid,8.45,9.91,44.06,Diana
TXN00233,28-06-2023,CUST9662,Corporate,North,India,Office Supplies,Pen,10,78.17,781.7,528.64,253.06,Net Banking,Paid,3.66,8.62,222.78,Charlie
TXN00234,30-09-2023,CUST5888,Corporate,North,India,Office Supplies,Stapler,12,499.74,5996.88,3786.68,2210.2,Wallet,Paid,9.52,6.44,1871,Frank
TXN00235,15-08-2023,CUST6355,Consumer,West,UK,Electronics,Smartphone,18,280.51,5049.18,3659.34,1389.84,UPI,Paid,13.15,11.14,1072.61,Frank
TXN00236,10-04-2023,CUST2772,Corporate,North,Germany,Office Supplies,Envelope,18,371.18,6681.24,5962.19,719.05,Wallet,Paid,13.64,11.09,552.11,Alice
TXN00237,22-12-2023,CUST1234,SMB,North,India,Electronics,Laptop,10,276.46,2764.6,1741.59,1023.01,UPI,Pending,4.84,16.84,809.56,Bob
TXN00238,03-12-2023,CUST8011,Corporate,South,UK,Electronics,Tablet,15,171.82,2577.3,2246.94,330.36,Wallet,Paid,9.28,17.53,247.16,Diana
TXN00239,12-12-2023,CUST4923,SMB,West,Germany,Office Supplies,Pen,8,74.44,595.52,510.44,85.08,Cash,Pending,15.4,15.49,60.83,Bob
TXN00240,14-05-2023,CUST5063,Enterprise,North,India,Electronics,Tablet,7,180.57,1263.99,899.36,364.63,Net Banking,Paid,12.93,17.66,261.42,Charlie
TXN00241,09-06-2023,CUST5426,Enterprise,North,UK,Electronics,Smartwatch,8,111.48,891.84,575.86,315.98,Net Banking,Paid,4.56,8.21,276.81,Diana
TXN00242,24-07-2023,CUST2102,Enterprise,East,Germany,Furniture,Desk,8,471.93,3775.44,3154.59,620.85,Wallet,Pending,12.89,12.3,474.3,Frank
TXN00243,21-08-2023,CUST6690,Corporate,West,UK,Furniture,Chair,10,164.42,1644.2,1122.78,521.42,Cash,Paid,10.55,16.78,388.15,Diana
TXN00244,17-11-2023,CUST2072,SMB,West,USA,Furniture,Desk,15,39.71,595.65,480.69,114.96,UPI,Paid,18.61,11.47,82.83,Alice
TXN00245,05-09-2023,CUST6685,Consumer,South,USA,Office Supplies,Notebook,15,183.59,2753.85,2436.39,317.46,Cash,Pending,5.49,15.49,253.56,Bob
TXN00246,19-03-2023,CUST2932,SMB,South,UK,Furniture,Table,8,112.5,900,553.49,346.51,Credit Card,Paid,19.62,15.31,235.88,Charlie
TXN00247,17-12-2023,CUST3743,Enterprise,East,USA,Furniture,Chair,12,137.18,1646.16,1203.51,442.65,Net Banking,Overdue,1.46,13.09,379.09,Bob
TXN00248,17-09-2023,CUST1619,SMB,North,UK,Electronics,Laptop,17,480.47,8167.99,6178.58,1989.41,UPI,Pending,15.15,7.1,1568.17,Frank
TXN00249,18-12-2023,CUST7976,SMB,East,India,Office Supplies,Envelope,18,388.1,6985.8,5237.04,1748.76,Credit Card,Paid,0.18,9.64,1577.34,Diana
TXN00250,12-09-2023,CUST9148,Enterprise,South,Germany,Furniture,Cabinet,8,406.05,3248.4,2196.39,1052.01,Net Banking,Paid,8.06,16.63,806.37,Eve
TXN00251,10-01-2023,CUST3787,Consumer,South,Germany,Office Supplies,Stapler,2,496.69,993.38,609.41,383.97,Cash,Overdue,7.43,10.1,319.54,Eve
TXN00252,04-04-2023,CUST8778,Consumer,East,UK,Furniture,Table,17,395.9,6730.3,4544.97,2185.33,Wallet,Paid,7.17,13.54,1753.96,Bob
TXN00253,14-09-2023,CUST9345,Consumer,West,Germany,Office Supplies,Notebook,11,378.37,4162.07,2782.79,1379.28,Credit Card,Paid,2.96,13.83,1153.35,Alice
TXN00254,09-08-2023,CUST8423,SMB,West,UK,Electronics,Tablet,12,381.8,4581.6,3137.25,1444.35,Wallet,Overdue,17.88,17.3,980.9,Eve
TXN00255,12-05-2023,CUST9275,SMB,South,Germany,Electronics,Smartphone,8,101.21,809.68,566.35,243.33,Wallet,Pending,1.42,5.9,225.72,Charlie
TXN00256,14-07-2023,CUST4607,Enterprise,South,Germany,Office Supplies,Notebook,17,274.16,4660.72,3191.39,1469.33,Cash,Paid,7.84,12.11,1190.15,Alice
TXN00257,09-11-2023,CUST4832,Enterprise,South,USA,Electronics,Smartphone,10,108.27,1082.7,715.74,366.96,Cash,Paid,8.75,16.48,279.67,Frank
TXN00258,30-10-2023,CUST4109,SMB,East,Germany,Office Supplies,Pen,5,381.94,1909.7,1495.08,414.62,Cash,Paid,5.06,8.53,360.06,Alice
TXN00259,16-02-2023,CUST4811,SMB,West,Germany,Furniture,Chair,8,333.9,2671.2,1665.59,1005.61,UPI,Pending,0.41,8.5,916.36,Frank
TXN00260,09-01-2023,CUST4722,Enterprise,South,USA,Electronics,Smartphone,4,475.11,1900.44,1500.68,399.76,Net Banking,Paid,11.2,15.15,301.21,Alice
TXN00261,20-02-2023,CUST2104,Consumer,East,Germany,Furniture,Desk,15,360.02,5400.3,3988.2,1412.1,Credit Card,Overdue,13.89,14.48,1039.89,Frank
TXN00262,09-11-2023,CUST4664,Corporate,East,India,Electronics,Smartphone,13,114.56,1489.28,1190.74,298.54,Cash,Overdue,2.38,14.94,247.89,Eve
TXN00263,02-07-2023,CUST5287,Consumer,North,UK,Furniture,Cabinet,4,395.24,1580.96,1296.91,284.05,UPI,Paid,0.5,15.91,237.66,Frank
TXN00264,10-11-2023,CUST2293,Corporate,North,UK,Office Supplies,Pen,19,356.03,6764.57,5143.02,1621.55,Net Banking,Paid,10.1,14.34,1248.73,Frank
TXN00265,13-01-2023,CUST2855,Corporate,East,UK,Office Supplies,Stapler,10,406.31,4063.1,3263.26,799.84,Wallet,Overdue,6.33,15.61,632.26,Alice
TXN00266,24-11-2023,CUST4277,Enterprise,East,UK,Furniture,Desk,19,317.72,6036.68,4070.25,1966.43,Wallet,Paid,10.98,8.74,1597.52,Charlie
TXN00267,10-10-2023,CUST1139,Consumer,South,India,Electronics,Smartphone,14,306.7,4293.8,2894.62,1399.18,Credit Card,Pending,1.68,9.34,1247.19,Frank
TXN00268,16-07-2023,CUST9058,Corporate,South,UK,Office Supplies,Envelope,1,324.45,324.45,260.03,64.42,Net Banking,Pending,12.02,17.87,46.55,Bob
TXN00269,15-11-2023,CUST3761,Consumer,North,Germany,Furniture,Table,10,97.89,978.9,872.4,106.5,Cash,Pending,11.11,7.47,87.6,Diana
TXN00270,07-08-2023,CUST6808,Enterprise,East,UK,Office Supplies,Notebook,2,246.69,493.38,335.77,157.61,Wallet,Pending,13.8,6.87,126.53,Charlie
TXN00271,06-06-2023,CUST2518,Corporate,West,UK,Electronics,Laptop,12,234.43,2813.16,1765.62,1047.54,UPI,Pending,12.83,14.15,783.93,Frank
TXN00272,26-07-2023,CUST2306,Corporate,North,India,Furniture,Chair,4,132.27,529.08,317.77,211.31,Wallet,Paid,2.34,10.84,184,Eve
TXN00273,20-03-2023,CUST5757,SMB,West,India,Office Supplies,Envelope,4,353.56,1414.24,1137.1,277.14,Wallet,Paid,0.31,12.58,241.52,Alice
TXN00274,17-05-2023,CUST8331,SMB,North,USA,Electronics,Smartphone,14,102.38,1433.32,1149.15,284.17,Credit Card,Pending,0.17,10.64,253.5,Charlie
TXN00275,01-09-2023,CUST8674,Consumer,East,India,Office Supplies,Stapler,4,222.86,891.44,728.34,163.1,UPI,Overdue,11.79,12.97,125.21,Alice
TXN00276,10-02-2023,CUST5017,Enterprise,North,Germany,Office Supplies,Pen,15,371.97,5579.55,3370.74,2208.81,Credit Card,Paid,0.32,6,2069.64,Bob
TXN00277,23-10-2023,CUST9252,Corporate,East,USA,Furniture,Chair,11,301.45,3315.95,2359.83,956.12,UPI,Pending,16.1,15.7,676.24,Charlie
TXN00278,15-11-2023,CUST2993,Corporate,North,UK,Office Supplies,Notebook,8,43.54,348.32,247.77,100.55,Credit Card,Paid,11.69,12,78.14,Alice
TXN00279,11-10-2023,CUST3912,Corporate,North,India,Furniture,Desk,2,318.82,637.64,430.1,207.54,Wallet,Pending,8.55,10.75,169.39,Diana
TXN00280,17-04-2023,CUST6668,SMB,West,USA,Furniture,Cabinet,11,303.43,3337.73,2204,1133.73,Cash,Overdue,9.82,17.05,848.08,Alice
TXN00281,07-11-2023,CUST4074,Corporate,South,USA,Electronics,Smartphone,6,88.15,528.9,342.8,186.1,Cash,Paid,3.71,13.63,154.77,Charlie
TXN00282,19-04-2023,CUST1802,Enterprise,North,India,Office Supplies,Envelope,10,272.42,2724.2,1926.19,798.01,UPI,Paid,16.56,7.81,613.86,Eve
TXN00283,05-02-2023,CUST7121,Consumer,South,USA,Office Supplies,Envelope,1,166.12,166.12,144.7,21.42,Net Banking,Paid,10.06,7.52,17.82,Frank
TXN00284,18-09-2023,CUST1086,Consumer,West,UK,Office Supplies,Notebook,9,88.58,797.22,639.45,157.77,Cash,Pending,7.7,11.36,129.08,Eve
TXN00285,04-09-2023,CUST4687,Consumer,South,India,Furniture,Desk,18,155.43,2797.74,2133.03,664.71,Credit Card,Pending,3.31,16.58,536.15,Frank
TXN00286,02-05-2023,CUST2673,SMB,West,UK,Furniture,Chair,10,307.8,3078,2073.36,1004.64,Net Banking,Pending,4.39,17.48,792.63,Charlie
TXN00287,17-05-2023,CUST4360,Corporate,North,UK,Office Supplies,Notebook,8,354.05,2832.4,1845.33,987.07,UPI,Pending,8.24,16.32,757.92,Bob
TXN00288,03-04-2023,CUST1238,Consumer,West,India,Electronics,Smartwatch,7,79.99,559.93,452.21,107.72,Cash,Paid,15.3,13.83,78.62,Bob
TXN00289,01-11-2023,CUST1192,Consumer,South,India,Office Supplies,Pen,3,284.73,854.19,673.55,180.64,UPI,Paid,14.63,14.06,132.53,Alice
TXN00290,03-04-2023,CUST1504,Corporate,West,India,Office Supplies,Envelope,19,149.9,2848.1,2163.06,685.04,Cash,Overdue,16.41,10.26,513.87,Charlie
TXN00291,19-05-2023,CUST4764,Corporate,South,India,Furniture,Cabinet,16,111.9,1790.4,1096.79,693.61,Wallet,Overdue,10.84,17.58,509.7,Diana
TXN00292,26-04-2023,CUST5780,Corporate,South,India,Electronics,Laptop,15,123.46,1851.9,1634.79,217.11,UPI,Paid,8.93,5.91,186.04,Frank
TXN00293,16-11-2023,CUST6626,Enterprise,West,UK,Furniture,Cabinet,11,465.35,5118.85,3653.67,1465.18,UPI,Pending,16.85,9.85,1098.29,Diana
TXN00294,13-11-2023,CUST6167,Consumer,West,Germany,Electronics,Laptop,5,265.33,1326.65,935.37,391.28,UPI,Paid,0.29,7.69,360.14,Diana
TXN00295,29-01-2023,CUST3618,SMB,West,India,Office Supplies,Envelope,6,377.49,2264.94,1976.09,288.85,Net Banking,Paid,13.08,16.56,209.49,Eve
TXN00296,02-09-2023,CUST4645,Corporate,West,USA,Electronics,Smartphone,11,142.76,1570.36,1037.5,532.86,Net Banking,Paid,4.83,7.79,467.62,Frank
TXN00297,10-08-2023,CUST7859,Corporate,West,UK,Office Supplies,Envelope,17,296.49,5040.33,3226.29,1814.04,Net Banking,Pending,9.02,17.46,1362.25,Alice
TXN00298,03-03-2023,CUST5334,SMB,South,UK,Furniture,Chair,1,269.07,269.07,228.11,40.96,Cash,Pending,5.57,13.51,33.45,Frank
TXN00299,15-03-2023,CUST4046,Consumer,East,UK,Office Supplies,Stapler,6,395.49,2372.94,1974.52,398.42,Wallet,Paid,8.65,5.4,344.3,Frank
TXN00300,11-03-2023,CUST5500,Enterprise,East,UK,Electronics,Smartwatch,14,336.76,4714.64,3285.67,1428.97,Net Banking,Overdue,18.02,17.95,961.19,Frank
TXN00301,15-09-2023,CUST3378,Consumer,South,India,Furniture,Desk,12,170.05,2040.6,1682.38,358.22,Cash,Pending,0.11,11.06,318.25,Eve
TXN00302,26-09-2023,CUST3850,Enterprise,East,UK,Electronics,Tablet,11,16.71,183.81,114.71,69.1,Cash,Overdue,0.31,5.22,65.29,Bob
TXN00303,22-12-2023,CUST7047,SMB,East,Germany,Office Supplies,Notebook,3,469.82,1409.46,1021.08,388.38,Cash,Pending,7.81,5.9,336.92,Eve
TXN00304,19-01-2023,CUST4521,Corporate,North,UK,Electronics,Smartwatch,16,302.46,4839.36,4251.16,588.2,UPI,Overdue,12.37,13.23,447.25,Eve
TXN00305,20-02-2023,CUST6780,Enterprise,South,Germany,Furniture,Chair,10,360.4,3604,2803.72,800.28,Net Banking,Overdue,16.66,9.71,602.19,Frank
TXN00306,29-07-2023,CUST8031,SMB,East,India,Electronics,Tablet,9,325.69,2931.21,2615.44,315.77,UPI,Pending,3.12,13.27,265.32,Diana
TXN00307,12-07-2023,CUST2678,Enterprise,West,USA,Furniture,Table,15,231.93,3478.95,3077.56,401.39,UPI,Pending,15.58,12.93,295.04,Charlie
TXN00308,26-07-2023,CUST5875,Enterprise,South,Germany,Furniture,Table,3,323.13,969.39,858.94,110.45,Cash,Paid,11.69,15.84,82.09,Bob
TXN00309,19-10-2023,CUST8605,Corporate,East,Germany,Office Supplies,Notebook,8,42.6,340.8,228.08,112.72,Credit Card,Overdue,17.66,13.57,80.22,Eve
TXN00310,27-08-2023,CUST6047,Enterprise,East,India,Office Supplies,Envelope,9,498.65,4487.85,2733.14,1754.71,UPI,Paid,12.45,17.65,1265.1,Eve
TXN00311,10-08-2023,CUST7419,Enterprise,East,India,Office Supplies,Envelope,17,337.96,5745.32,4984.46,760.86,Cash,Overdue,11.04,15.26,573.57,Diana
TXN00312,27-02-2023,CUST9954,Enterprise,South,USA,Furniture,Desk,15,82.17,1232.55,1099.34,133.21,Credit Card,Overdue,15.97,9.24,101.59,Eve
TXN00313,16-12-2023,CUST7711,Enterprise,South,UK,Electronics,Smartwatch,13,40.66,528.58,350.53,178.05,Wallet,Overdue,15.54,5.99,141.37,Frank
TXN00314,10-05-2023,CUST8542,SMB,West,USA,Furniture,Chair,6,392.47,2354.82,1627.39,727.43,Net Banking,Pending,17.51,10.74,535.61,Bob
TXN00315,09-11-2023,CUST7324,Enterprise,South,India,Furniture,Chair,16,278.15,4450.4,3994.38,456.02,Credit Card,Overdue,3.98,5.58,413.44,Eve
TXN00316,03-12-2023,CUST4103,Consumer,West,Germany,Furniture,Cabinet,18,240.73,4333.14,3452.72,880.42,Wallet,Pending,16.76,9.7,661.77,Charlie
TXN00317,17-02-2023,CUST8185,Enterprise,East,UK,Office Supplies,Pen,8,106.25,850,752.62,97.38,Cash,Pending,11.35,12.53,75.51,Bob
TXN00318,27-09-2023,CUST2630,Corporate,West,Germany,Office Supplies,Envelope,13,334.22,4344.86,2790.99,1553.87,Wallet,Paid,5.57,7.84,1352.28,Eve
TXN00319,03-09-2023,CUST3785,Enterprise,South,Germany,Electronics,Laptop,8,283.8,2270.4,1615.05,655.35,Net Banking,Pending,7.35,6.13,569.96,Alice
TXN00320,11-11-2023,CUST6918,Consumer,East,India,Furniture,Desk,9,133.8,1204.2,910.4,293.8,Wallet,Overdue,11.78,14.77,220.91,Eve
TXN00321,07-05-2023,CUST3985,Corporate,North,Germany,Electronics,Smartphone,4,234.58,938.32,661.86,276.46,Credit Card,Pending,4.74,17.33,217.72,Frank
TXN00322,24-11-2023,CUST1314,Corporate,East,UK,Electronics,Tablet,5,238.49,1192.45,987.55,204.9,UPI,Pending,8.6,12.76,163.38,Eve
TXN00323,06-04-2023,CUST1497,Consumer,South,USA,Furniture,Chair,11,24.93,274.23,181.36,92.87,Credit Card,Overdue,12.3,16.84,67.73,Bob
TXN00324,30-12-2023,CUST7622,Consumer,East,Germany,Furniture,Chair,9,421.2,3790.8,2457.21,1333.59,Net Banking,Overdue,8.98,8.09,1115.63,Diana
TXN00325,25-08-2023,CUST8117,Consumer,North,Germany,Office Supplies,Notebook,12,196.08,2352.96,1977.51,375.45,Net Banking,Overdue,11.37,13.47,287.94,Alice
